class,number,section,time,room,prof,enrollment
 HLTH 305 - Fundamentals of Health Policy ,4158,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","BIOSCI RM1102
BIOSCI RM1102","Holland,Mary Rita Rita
Holland,Mary Rita Rita",113
 LISC 391 - Integrated Life Science Laboratory II ,1065,"001-LAB
Regular",Th 2:30PM - 5:30PM,MEDS RM401A - Pharmacoloy & Ph,"Andrew,R. David,
Lomax,Alan E G,
Maurice,Donald H",70
 MECH 228 - Kinematics And Dynamics ,4438,"002-LEC
Regular","Tu 5:30PM - 7:30PM
Th 2:30PM - 3:30PM","ELLIS RM321
ELLIS RM321","Rainbow,Michael J.
Rainbow,Michael J.",120
 MECH 420 - Vibrations ,4471,"002-TUT
Regular",Th 2:30PM - 3:30PM,MCLAUGHLIN RM315,"Anderson,Ronald James",68
 MICR 221 - Basic Microbiology ,1085,"006-LAB
Regular","Th 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Th 2:30PM - 5:30PM","MEDS 400B - Microbiol & Bioche
MEDS 400B - Microbiol & Bioche
MEDS 400B - Microbiol & Bioche
MEDS 400B - Microbiol & Bioche
MEDS 400B - Microbiol & Bioche
MEDS 400B - Microbiol & Bioche","Staff
Staff
Staff
Staff
Staff
Staff",71
 MINE 325 - Applied Rock Mechanics ,5251,"004-LAB
Regular",Th 2:30PM - 4:30PM,GOODWIN LAB,"Archibald,James F",7
 MINE 459 - Reliability Maintenance Risk ,5307,"002-TUT
Regular",Th 2:30PM - 3:30PM,WALTER LIGHT RM210,"Daneshmend,Laeeque K",48
 MTHE 493B - Engineering Math Project ,4411,"001-LAB
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM","JEFFERY RM101
JEFFERY RM101","Linder,Tamas,
Mansouri,Abdol-Reza
Linder,Tamas,
Mansouri,Abdol-Reza",35
 MUSC 178B - Wind Ensemble ,4523,"001-LAB
Regular","Tu 2:30PM - 4:00PM
Th 2:30PM - 4:00PM","IBCPA RM 105
IBCPA RM 105","Tremblay,Dan
Tremblay,Dan",31
 MUSC 278B - Wind Ensemble ,4541,"001-LAB
Regular","Tu 2:30PM - 4:00PM
Th 2:30PM - 4:00PM","IBCPA RM 105
IBCPA RM 105","Tremblay,Dan
Tremblay,Dan",31
 MUSC 378B - Wind Ensemble ,4551,"001-LAB
Regular","Tu 2:30PM - 4:00PM
Th 2:30PM - 4:00PM","IBCPA RM 105
IBCPA RM 105","Tremblay,Dan
Tremblay,Dan",31
 MUSC 478B - Wind Ensemble ,4560,"001-LAB
Regular","Tu 2:30PM - 4:00PM
Th 2:30PM - 4:00PM","IBCPA RM 105
IBCPA RM 105","Tremblay,Dan
Tremblay,Dan",31
 MUTH 232 - Opera ,2405,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","TBA
TBA","Renihan,Colleen
Renihan,Colleen",11
 NURS 346 - Professional Nursing ,5204,"001-IND
Regular",Th 2:30PM - 5:30PM,BIOSCI RM2109,"Edge,Dana S",5
 PHAR 230 - Pharmacology for the Health Sciences ,1145,"001-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 8:30AM - 9:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
WALTER LIGHT RM205","Elbatarny,Hisham,
Philbrook,Nicola Anne,
Racz,William J
Elbatarny,Hisham,
Philbrook,Nicola Anne,
Racz,William J
Elbatarny,Hisham,
Philbrook,Nicola Anne,
Racz,William J",159
 PHYS 117B - Introductory Physics ,4684,"012-LAB
Regular","Th 2:30PM - 5:30PM
Th 2:30PM - 5:30PM","STIRLING RM409
STIRLING RM410","Staff
Staff",70
 PHYS 317 - Methods in Mathematical Physics II ,5274,"001-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Widrow,Lawrence M
Widrow,Lawrence M
Widrow,Lawrence M",47
 PHYS 453 - Advanced Physics Laboratory ,4672,"001-LAB
Regular","Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Tu 2:30PM - 5:30PM
Th 2:30PM - 5:30PM
Tu 2:30PM - 5:30PM","STIRLING RM503
STIRLING RM504
STIRLING RM505
STIRLING RM506
STIRLING RM507
STIRLING RM508
STIRLING RM509","Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang
Fraser,James,
Gerbier,Gilles,
Rau,Wolfgang",77
 POLS 110B - Introduction to Politics and Government ,4778,"026-TUT
Regular",Th 2:30PM - 3:30PM,MACINTOSH-CORRY RM C508,Staff,19
 POLS 361 - Regional International Organization ,4824,"001-LEC
Regular","Tu 4:00PM - 5:30PM
Th 2:30PM - 4:00PM","MACDONALD RM4
MACDONALD RM4","Rainford,Charan
Rainford,Charan",43
 POLS 385 - Quantitative Approaches to Political Studies ,5201,"009-TUT
Regular",Th 2:30PM - 3:30PM,JEFFERY RM157,Staff,21
 PSYC 100B - Principles of Psychology ,3442,"065-LAB
Regular",Th 2:30PM - 3:30PM,HUMPHREY RM132,Staff,24
 PSYC 370 - Brain and Behaviour II ,5292,"001-LEC
Regular","Tu 3:30PM - 4:30PM
Th 2:30PM - 3:30PM
Fr 4:30PM - 5:30PM","JEFFERY RM127
JEFFERY RM127
JEFFERY RM127","Menard,Janet L
Menard,Janet L
Menard,Janet L",97
 RELS 401 - Honours Seminar ,1013,"001-SEM
Regular",Th 2:30PM - 5:30PM,STIRLING RM412B,"Miller,James E",26
 SOCY 122B - Introduction to Sociology ,1159,"005-TUT
Regular",Th 2:30PM - 3:30PM,KINGSTON RM209,Staff,17
 LAW 381 - Communications Law ,1746,"001-SEM
Law",Th 3:00PM - 6:00PM,MACDONALD RM400,"Sheskay,Glenn Joseph Steven",23
 ANAT 316 - The Human Visceral Systems ,1050,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Easteal,Ronald Albert
Easteal,Ronald Albert
Easteal,Ronald Albert",280
 APSC 112 - Electricity And Magnetism ,3837,"100-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Narayanan,Sowmya K
Narayanan,Sowmya K
Narayanan,Sowmya K",207
 APSC 131 - Chemistry And Materials ,5401,"901-TUT
6 wk Win","Th 3:30PM - 4:30PM
Mo 9:30AM - 10:30AM","MACINTOSH-CORRY RM B201
JEFFERY RM126","Staff
Staff",44
 APSC 132 - Chemistry and its Applications ,5407,"901-TUT
12 wk Win","Th 3:30PM - 4:30PM
Th 3:30PM - 4:30PM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Cann,Natalie,
Silverberg,Angie Lucy
Cann,Natalie",56
 BIOL 206 - Evolutionary Genetics ,1307,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Eckert,Christopher G
Eckert,Christopher G
Eckert,Christopher G",307
 BIOL 439 - Natural Selection and Microevolution ,1775,"003-LBS
Regular",Th 3:30PM - 5:30PM,BIOSCI RM2325,"Boag,Peter T",13
 CHEE 319 - Process Dynamics & Control ,2283,"002-TUT
Regular",Th 3:30PM - 4:30PM,JEFFERY RM118,"Guay,Martin",73
 CHEM 112B - General Chemistry ,2648,"003-LEC
Regular","Mo 2:30PM - 3:30PM
Th 3:30PM - 4:30PM
Mo 2:30PM - 3:30PM
Th 3:30PM - 4:30PM
Mo 2:30PM - 3:30PM
Th 3:30PM - 4:30PM","CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD","Wang,Suning
Wang,Suning
Cann,Natalie
Cann,Natalie
Stamplecoskie,Kevin
Stamplecoskie,Kevin",141
 CISC 332 - Database Management Systems ,3494,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","DUNNING RM14
DUNNING RM14
DUNNING RM14","Martin,Patrick T
Martin,Patrick T
Martin,Patrick T",156
 CISC 462 - Computability and Complexity ,5473,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","BOTTER RM B148
BOTTER RM B148
BOTTER RM B148","Ng,Timothy
Ng,Timothy
Ng,Timothy",18
 CIVL 455 - River Engineering ,1838,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Staff
Staff
Staff",50
 CMPE 332 - Database Management Systems ,3530,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","DUNNING RM14
DUNNING RM14
DUNNING RM14","Martin,Patrick T
Martin,Patrick T
Martin,Patrick T",156
" DEVS 100B - Canada and the ""Third World"" ",1881,"004-TUT
Regular",Th 3:30PM - 4:30PM,ELLIS RM319,Staff,25
" DEVS 100B - Canada and the ""Third World"" ",1891,"014-TUT
Regular",Th 3:30PM - 4:30PM,THEOLOGICAL RM209,Staff,25
 ELEC 280 - Fund. Of Electromagnetics ,4951,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","WALTER LIGHT RM205
WALTER LIGHT RM205
WALTER LIGHT RM205","Eren,Suzan Zeynep
Eren,Suzan Zeynep
Eren,Suzan Zeynep",173
 ELEC 374 - Digital Systems Engineering ,3569,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Faraji,Iman
Faraji,Iman
Faraji,Iman",39
 EMPR 230 - Managing Human Resources and Employment Relations ,5611,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","BOTTER RM B143
BOTTER RM B143
BOTTER RM B143","Fisk,Glenda
Fisk,Glenda
Fisk,Glenda",50
 ENGL 100B - Introduction to Literary Study ,1992,"007-TUT
Regular",Th 3:30PM - 4:30PM,BIOSCI RM2111,Staff,25
 ENGL 100B - Introduction to Literary Study ,1998,"013-TUT
Regular",Th 3:30PM - 4:30PM,JEFFERY RM116,Staff,24
 ENPH 211 - Applied Physics ,4710,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","STIRLING RM C
STIRLING RM B
STIRLING RM B","Di Stefano,Philippe
Di Stefano,Philippe
Di Stefano,Philippe",67
 ENPH 354 - Engineering Physics Design Project ,4725,"001-LEC
Regular",Th 3:30PM - 4:30PM,JEFFERY RM234,"Gao,Jun,
Morelli,Jordan E",51
 GEOE 238 - Surficial Proc Sed & Strat ,4128,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","MILLER RM105
MILLER RM105
MILLER RM105","Narbonne,Guy M
Narbonne,Guy M
Narbonne,Guy M",70
 GEOL 104 - The Dynamic Earth ,4049,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Layton-Matthews,Daniel
Layton-Matthews,Daniel
Layton-Matthews,Daniel",112
" GEOL 238 - Surficial Processes, Sedimentation and Stratigraphy ",4082,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","MILLER RM105
MILLER RM105
MILLER RM105","Narbonne,Guy M
Narbonne,Guy M
Narbonne,Guy M",70
 MATH 335 - Mathematics of Engineering Systems ,4343,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Yuksel,Serdar
Yuksel,Serdar
Yuksel,Serdar",63
 MECH 228 - Kinematics And Dynamics ,4504,"004-TUT
Regular",Th 3:30PM - 4:30PM,ELLIS RM321,"Rainbow,Michael J.",120
 MECH 420 - Vibrations ,4470,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Th 3:30PM - 4:30PM
We 10:30AM - 11:30AM","MCLAUGHLIN RM315
MCLAUGHLIN RM315
MCLAUGHLIN RM315","Anderson,Ronald James
Anderson,Ronald James
Anderson,Ronald James",68
 MTHE 335 - Math Of Engineering Systems ,4412,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Yuksel,Serdar
Yuksel,Serdar
Yuksel,Serdar",63
 PHYS 315 - Physical Processes in Astrophysics ,4663,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Tu 4:30PM - 5:30PM
Th 3:30PM - 4:30PM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Irwin,Judith
Irwin,Judith
Irwin,Judith",12
 POLS 110B - Introduction to Politics and Government ,4753,"025-TUT
Regular",Th 3:30PM - 4:30PM,MACINTOSH-CORRY RM D122,Staff,16
 POLS 261 - International Politics ,5167,"008-TUT
Regular",Th 3:30PM - 4:30PM,MACINTOSH-CORRY RM A309,"von Hlatky,Stefanie",25
 POLS 261 - International Politics ,5170,"011-TUT
Regular",Th 3:30PM - 4:30PM,MACINTOSH-CORRY RM D326,"von Hlatky,Stefanie",24
 POLS 262 - International Political Economy ,4786,"005-TUT
Regular",Th 3:30PM - 4:30PM,MACINTOSH-CORRY RM C508,Staff,25
 PSYC 100B - Principles of Psychology ,3412,"035-LAB
Regular",Th 3:30PM - 4:30PM,HUMPHREY RM131,Staff,31
 PSYC 100B - Principles of Psychology ,3443,"066-LAB
Regular",Th 3:30PM - 4:30PM,HUMPHREY RM132,Staff,24
 SOCY 122B - Introduction to Sociology ,1160,"006-TUT
Regular",Th 3:30PM - 4:30PM,KINGSTON RM209,Staff,17
 ARTH 292 - Architecture from 1900 to the Present ,1278,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM201
STIRLING RM C","Romba,Katherine
Romba,Katherine",136
 BIOL 103 - Introductory Biology of Organisms ,1418,"064-LAB
Regular","Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",18
 BIOL 103 - Introductory Biology of Organisms ,1419,"065-LAB
Regular","Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",17
 BIOL 103 - Introductory Biology of Organisms ,1728,"066-LAB
Regular","Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",11
 BIOL 103 - Introductory Biology of Organisms ,1729,"067-LAB
Regular","Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",6
 BIOL 103 - Introductory Biology of Organisms ,5888,"096-LAB
Regular","Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM
Th 4:00PM - 5:30PM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",17
 COMM 122 - Finance II ,3619,"004-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","GOODES RM118
GOODES RM118","Dion,Paul Morgan Hasey
Dion,Paul Morgan Hasey",80
 COMM 122 - Finance II ,3665,"005-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","GOODES RM141
GOODES RM141","Sonmez,Fatma
Sonmez,Fatma",84
 COMM 151 - Organizational Behaviour ,3625,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","GOODES RM153
GOODES RM153","Spitzmuller,Matthias
Spitzmuller,Matthias",82
 COMM 336 - Consumer Behaviour ,3708,"002-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","GOODES RM304
GOODES RM304","Mitchell,Alexander Ian
Mitchell,Alexander Ian",54
 COMM 370 - Business Communication in North America ,3751,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","GOODES RM 101
GOODES RM 101","Regan,Kerri Lynn Rose
Regan,Kerri Lynn Rose",55
 DRAM 448 - Theatre Administration ,2403,"001-SEM
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","THEOLOGICAL RM203
THEOLOGICAL RM203","Fort,Tim W
Fort,Tim W",20
 ECON 222 - Macroeconomic Theory I ,1949,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","JEFFERY RM128
JEFFERY RM128","Kennedy,Michael
Kennedy,Michael",94
 ECON 423 - Topics in Financial Economics ,1977,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM108
KINGSTON RM108","Morin,Lealand
Morin,Lealand",26
 ENGL 244 - Modern British Fiction ,2016,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","BIOSCI RM1102
BIOSCI RM1102","Murphy,Emily
Murphy,Emily",46
 ENGL 340B - Romantic Literature ,2025,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","NICOL RM321
NICOL RM321","Jones,Mark Conrad
Jones,Mark Conrad",36
 ENGL 446 - Topics in Literature of the Americas I ,2032,"001-SEM
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM308
KINGSTON RM308","Moore,Jessica Muriel
Moore,Jessica Muriel",25
 GPHY 209 - Principles of Hydroclimatology ,2851,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","DUNNING RM11
DUNNING RM11","Lamoureux,Scott
Lamoureux,Scott",61
 HEBR 190B - Introduction to Modern Hebrew ,4245,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM104
KINGSTON RM104","Haklai,Na'ama
Haklai,Na'ama",29
 HIST 122B - Making of the Modern World ,2760,"007-SEM
Regular",Th 4:00PM - 5:30PM,MACINTOSH-CORRY RM E230,"Wang,Jun",31
 HIST 242 - Issues In History ,5547,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINES & HLTH RM100
KINES & HLTH RM100","Aivalis,Christo
Aivalis,Christo",117
 LAW 135B - Introduction to Legal Skills ,1731,"006-TUT
Law",Th 4:00PM - 5:30PM,MACDONALD RM100,"Choquette,Hugo Yvon Denis",25
 LAW 135B - Introduction to Legal Skills ,1732,"007-TUT
Law",Th 4:00PM - 5:30PM,MACDONALD RM2,"Bracci,Christa Maria",25
 LAW 135B - Introduction to Legal Skills ,1733,"008-TUT
Law",Th 4:00PM - 5:30PM,MACDONALD RM202,"Haak,Debra Marie",27
 LAW 135B - Introduction to Legal Skills ,1734,"009-TUT
Law",Th 4:00PM - 5:30PM,MACDONALD RM515,"Maur,Mary Jo",24
 LING 202 - Canadian English ,5102,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM304
KINGSTON RM304","Chociej,Joanna
Chociej,Joanna",39
 PORT 104 - Beginning Portuguese and Culture ll ,4295,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM204
KINGSTON RM204","Macedo,Antonio
Macedo,Antonio",13
 PSYC 355 - Comparative Cognition: Cognitive Origins Laboratory ,5291,"003-LAB
Regular",Th 4:00PM - 5:30PM,ELLIS RM333,"Kuhlmeier,Valerie Ann",26
 PSYC 455 - Adolescence ,5295,"001-SEM
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","MACINTOSH-CORRY RM E230
ELLIS RM218","Hollenstein,Thomas Patrick
Hollenstein,Thomas Patrick",27
 PT 858 - Neuromotor Function II ,5022,"002-LAB
Regular","Th 4:00PM - 6:00PM
Fr 2:30PM - 4:30PM","ACTON RM21
ACTON RM21","Norman,Kathleen E
Norman,Kathleen E",71
 SOCY 273 - Social Psychology ,5639,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","MACDONALD RM1
KINGSTON RM201","Staff
Staff",147
 SPAN 205 - Español avanzado ,4303,"002-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","KINGSTON RM208
KINGSTON RM208","Luengo Martinelli,Judit
Luengo Martinelli,Judit",8
 STAT 473 - Generalized Linear Models ,5149,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","JEFFERY RM115
JEFFERY RM115","Jiang,Wenyu
Jiang,Wenyu",22
 STAT 873 - Generalized Linear Models ,5667,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Th 4:00PM - 5:30PM","JEFFERY RM115
JEFFERY RM115","Jiang,Wenyu
Jiang,Wenyu",22
 ANAT 101 - Introductory Human Anatomy ,1059,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Oko,Richard J
Oko,Richard J
Oko,Richard J",232
 APSC 112 - Electricity And Magnetism ,5405,"901-TUT
12 wk Win","We 10:30AM - 11:30AM
We 10:30AM - 11:30AM
Th 4:30PM - 5:30PM","JEFFERY RM128
STIRLING RM A
STIRLING RM A","Narayanan,Sowmya K
Narayanan,Sowmya K
Narayanan,Sowmya K",56
 APSC 132 - Chemistry and its Applications ,3809,"101-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD","Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William",218
 APSC 172 - Calculus II ,3752,"100-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Staff
Staff
Staff",206
 APSC 172 - Calculus II ,3783,"102-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Li,Ping
Li,Ping
Li,Ping",252
 APSC 172 - Calculus II ,4013,"103-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Li,Ping
Li,Ping
Li,Ping",252
 APSC 200 - Engineering Design & Practice II ,3792,"203-STD
Regular","Tu 2:30PM - 4:30PM
Th 4:30PM - 6:30PM
Tu 2:30PM - 4:30PM
Th 4:30PM - 6:30PM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B
BEAMISH-MUNRO RM313B","Lai,Yongjun
Lai,Yongjun
Lai,Yongjun
Lai,Yongjun",38
 ARTH 120B - Art in the West from Antiquity to Modernity ,1264,"006-TUT
Regular",Th 4:30PM - 5:30PM,MACINTOSH-CORRY RM D122,Staff,24
 BIOL 343 - Data Analysis for Biologists ,1394,"002-TUT
Regular",Th 4:30PM - 5:30PM,BIOSCI RM2306,"Eckert,Christopher G",24
 CHEE 319 - Process Dynamics & Control ,2284,"003-TUT
Regular",Th 4:30PM - 5:30PM,JEFFERY RM118,"Guay,Martin",73
 CISC 352 - Artificial Intelligence ,4251,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Richards,Chad
Richards,Chad
Richards,Chad",94
" DEVS 100B - Canada and the ""Third World"" ",1882,"005-TUT
Regular",Th 4:30PM - 5:30PM,ELLIS RM319,Staff,24
" DEVS 100B - Canada and the ""Third World"" ",1912,"015-TUT
Regular",Th 4:30PM - 5:30PM,THEOLOGICAL RM209,Staff,24
 ELEC 252 - Electronics I ,3554,"002-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","BIOSCI RM1103
BIOSCI RM1103
BIOSCI RM1103","Prakash,Ravi
Prakash,Ravi
Prakash,Ravi",104
 ELEC 273 - Numerical Methods and Optimization ,3577,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","DUNNING RM14
DUNNING RM14
DUNNING RM14","Chan,Wai Yip Geoffrey
Chan,Wai Yip Geoffrey
Chan,Wai Yip Geoffrey",82
 ELEC 470 - Computer System Architecture ,4992,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","JEFFERY RM225
JEFFERY RM225
JEFFERY RM225","Afsahi,Ahmad
Afsahi,Ahmad
Afsahi,Ahmad",39
 EMPR 240 - Labour Policy ,5612,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 4:30PM - 5:30PM","DUPUIS RM215
DUPUIS RM215
DUPUIS RM215","Weinberg,Bradley
Weinberg,Bradley
Weinberg,Bradley",19
 ENGL 100B - Introduction to Literary Study ,1996,"011-TUT
Regular",Th 4:30PM - 5:30PM,WALTER LIGHT RM212,Staff,20
 ENGL 100B - Introduction to Literary Study ,2009,"024-TUT
Regular",Th 4:30PM - 5:30PM,BIOSCI RM2111,Staff,26
